,Date,Country_Region,Province_State,ConfirmedCases,Fatalities,Lat,Long,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
19219,2020-02-13,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,61.8,48.0,75.0,999.9,,,,,10.2,0.41,0
19220,2020-02-14,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,44.6,33.8,55.6,999.9,,,,,8.3,1.02,0
19221,2020-02-15,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,43.0,27.7,60.6,999.9,,,,,2.8,0.0,0
19222,2020-02-16,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,48.1,39.7,59.0,999.9,,,,,3.1,0.0,0
19223,2020-02-17,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,54.2,50.9,62.1,999.9,,,,,3.1,0.19,0
19224,2020-02-18,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,62.8,57.9,74.3,999.9,,,,,4.1,0.01,0
19225,2020-02-19,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,60.0,54.0,71.2,999.9,,,,,3.9,0.97,0
19226,2020-02-20,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,51.5,44.1,54.9,999.9,,,,,3.2,0.36,0
19227,2020-02-21,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,41.8,33.4,49.8,999.9,,,,,7.7,2.13,0
19228,2020-02-22,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,39.5,26.2,55.6,999.9,,,,,2.1,0.0,0
19229,2020-02-23,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,43.9,32.9,58.1,999.9,,,,,1.8,0.0,0
19230,2020-02-24,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,53.8,46.6,61.2,999.9,,,,,4.1,0.0,0
19231,2020-02-25,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,61.1,56.7,63.5,999.9,,,,,4.6,0.5,0
19232,2020-02-26,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,49.8,42.6,60.4,999.9,,,,,5.1,0.0,0
19233,2020-02-27,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,42.8,35.1,51.6,999.9,,,,,10.5,0.03,0
19234,2020-02-28,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,41.3,27.3,63.0,999.9,,,,,5.4,0.0,0
19235,2020-02-29,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,48.2,33.1,64.6,999.9,,,,,5.6,0.0,0
19236,2020-03-01,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,48.7,33.1,68.9,999.9,,,,,3.7,0.0,0
19237,2020-03-02,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,59.8,53.4,71.2,999.9,,,,,7.6,0.0,0
19238,2020-03-03,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,65.9,61.7,71.6,999.9,,,,,6.7,0.16,0
19239,2020-03-04,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,59.5,53.8,67.5,999.9,,,,,3.0,1.2,0
19240,2020-03-05,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,54.3,52.2,58.5,999.9,,,,,5.1,2.34,0
19241,2020-03-06,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,51.9,41.5,62.2,999.9,,,,,7.8,0.41,0
19242,2020-03-07,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,47.7,34.5,61.2,999.9,,,,,5.6,0.0,0
19243,2020-03-08,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,49.6,36.3,68.5,999.9,,,,,3.8,0.0,0
19244,2020-03-09,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,55.1,39.2,72.3,999.9,,,,,5.9,0.0,0
19245,2020-03-10,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,62.0,55.0,70.7,999.9,,,,,5.3,0.0,0
19246,2020-03-11,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,61.2,51.6,70.7,999.9,,,,,3.5,0.2,0
19247,2020-03-12,US,Alabama,0.0,0.0,32.318199999999976,-86.9023,65.8,56.5,79.2,999.9,,,,,5.3,0.07,0
19248,2020-03-13,US,Alabama,5.0,0.0,32.318199999999976,-86.9023,68.8,62.2,77.0,999.9,,,,,5.6,0.0,0
19249,2020-03-14,US,Alabama,6.0,0.0,32.318199999999976,-86.9023,67.1,56.7,80.4,999.9,,,,,2.9,0.0,0
19250,2020-03-15,US,Alabama,12.0,0.0,32.318199999999976,-86.9023,69.2,59.7,79.5,999.9,,,,,3.0,0.0,0
19251,2020-03-16,US,Alabama,29.0,0.0,32.318199999999976,-86.9023,65.5,56.7,79.5,999.9,,,,,4.6,0.0,0
19252,2020-03-17,US,Alabama,39.0,0.0,32.318199999999976,-86.9023,67.7,60.3,77.0,999.9,,,,,2.5,0.0,0
19253,2020-03-18,US,Alabama,46.0,0.0,32.318199999999976,-86.9023,66.7,56.1,79.3,999.9,,,,,4.5,0.0,0
19254,2020-03-19,US,Alabama,78.0,0.0,32.318199999999976,-86.9023,71.3,64.9,81.9,999.9,,,,,6.1,0.0,0
19255,2020-03-20,US,Alabama,83.0,0.0,32.318199999999976,-86.9023,72.3,60.4,83.7,999.9,,,,,6.9,0.0,0
19256,2020-03-21,US,Alabama,131.0,0.0,32.318199999999976,-86.9023,65.3,61.0,80.2,999.9,,,,,5.9,0.05,0
19257,2020-03-22,US,Alabama,157.0,0.0,32.318199999999976,-86.9023,56.2,49.8,68.0,999.9,,,,,4.1,0.02,0
19258,2020-03-23,US,Alabama,196.0,0.0,32.318199999999976,-86.9023,66.6,59.5,79.5,999.9,,,,,4.0,0.33,0
19259,2020-03-24,US,Alabama,242.0,0.0,32.318199999999976,-86.9023,70.8,62.4,82.4,999.9,,,,,6.7,0.0,0
19260,2020-03-25,US,Alabama,381.0,1.0,32.318199999999976,-86.9023,73.0,66.9,80.2,999.9,,,,,8.1,0.0,0
19261,2020-03-26,US,Alabama,517.0,1.0,32.318199999999976,-86.9023,66.6,51.8,84.4,999.9,,,,,2.8,0.0,0
19262,2020-03-27,US,Alabama,587.0,4.0,32.318199999999976,-86.9023,72.1,58.3,84.6,999.9,,,,,4.6,0.0,0
19263,2020-03-28,US,Alabama,694.0,4.0,32.318199999999976,-86.9023,73.9,63.5,86.5,999.9,,,,,6.6,0.0,0
19264,2020-03-29,US,Alabama,825.0,10.0,32.318199999999976,-86.9023,72.2,67.8,82.2,999.9,,,,,6.5,0.0,0
19265,2020-03-30,US,Alabama,899.0,10.0,32.318199999999976,-86.9023,63.8,52.0,75.9,999.9,,,,,2.3,0.02,0
19266,2020-03-31,US,Alabama,987.0,23.0,32.318199999999976,-86.9023,62.6,54.9,69.8,999.9,,,,,7.4,0.0,0
19267,2020-04-01,US,Alabama,1060.0,27.0,32.318199999999976,-86.9023,54.0,39.6,70.2,999.9,,,,,6.0,0.3,0
19268,2020-04-02,US,Alabama,1233.0,32.0,32.318199999999976,-86.9023,53.7,37.9,71.8,999.9,,,,,2.2,0.0,0
19269,2020-04-03,US,Alabama,1495.0,38.0,32.318199999999976,-86.9023,57.4,43.2,77.2,999.9,,,,,2.0,0.0,0
19270,2020-04-04,US,Alabama,1614.0,44.0,32.318199999999976,-86.9023,62.5,49.1,80.8,999.9,,,,,2.8,0.0,0
19271,2020-04-05,US,Alabama,1765.0,45.0,32.318199999999976,-86.9023,68.4,59.4,81.9,999.9,,,,,2.6,0.0,0
19272,2020-04-06,US,Alabama,1952.0,49.0,32.318199999999976,-86.9023,66.2,50.7,84.2,999.9,,,,,2.6,0.0,0
19273,2020-04-07,US,Alabama,2169.0,64.0,32.318199999999976,-86.9023,68.4,62.8,77.9,999.9,,,,,2.8,0.0,0
19274,2020-04-08,US,Alabama,2328.0,66.0,32.318199999999976,-86.9023,70.3,61.9,83.5,999.9,,,,,4.4,0.1,0
19275,2020-04-09,US,Alabama,2703.0,70.0,32.318199999999976,-86.9023,71.1,62.2,81.5,999.9,,,,,5.2,0.02,0
19276,2020-04-10,US,Alabama,2947.0,80.0,32.318199999999976,-86.9023,70.3,67.6,76.8,999.9,,,,,5.7,0.0,0
19277,2020-04-11,US,Alabama,3217.0,92.0,32.318199999999976,-86.9023,70.3,67.6,76.8,999.9,,,,,5.7,0.0,0
19278,2020-01-22,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-1.8,-9.9,3.9,934.3,,-1.8,1.0,-0.016193631385069726,2.8,0.0,0
19279,2020-01-23,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,4.5,1.4,8.6,934.7,,4.5,1.0,-0.026641658522663977,9.8,0.0,0
19280,2020-01-24,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-0.4,-5.8,5.0,931.0,,-0.4,1.0,-0.018037524847190442,8.8,0.0,0
19281,2020-01-25,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-4.4,-7.6,-0.4,932.1,,-4.4,1.0,-0.013298652611467052,3.0,0.0,0
19282,2020-01-26,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-7.2,-9.4,-4.0,928.4,,-7.2,1.0,-0.010800271886819222,3.7,0.0,0
19283,2020-01-27,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-17.0,-20.2,-13.0,926.1,,-17.0,1.0,-0.005329239030379119,10.4,0.0,0
19284,2020-01-28,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-14.1,-18.9,-7.1,924.6,,-14.1,1.0,-0.006550731733211364,1.6,0.07,1
19285,2020-01-29,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-12.6,-16.6,-5.8,907.5,,-12.6,1.0,-0.007293996315786652,6.6,0.0,1
19286,2020-01-30,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-9.0,-14.8,-2.2,999.9,,-9.0,1.0,-0.009465035776769309,4.2,0.0,0
19287,2020-01-31,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-11.6,-14.8,-7.6,923.2,,-11.6,1.0,-0.007838360610276505,6.4,0.0,0
19288,2020-02-01,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-10.5,-14.8,-7.6,943.7,,-10.5,1.0,-0.008487066378686053,7.2,0.0,0
19289,2020-02-02,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-1.3,-7.6,3.2,945.6,,-1.3,1.0,-0.01682684355537804,0.0,0.0,1
19290,2020-02-03,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,9.7,3.0,16.0,937.3,,9.7,1.0,-0.04153202926421668,0.0,0.11,1
19291,2020-02-04,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,15.8,10.0,21.9,927.5,,15.8,1.0,-0.07474191395919026,0.0,0.17,1
19292,2020-02-05,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,16.5,8.6,21.2,926.0,,16.5,1.0,-0.08051946413144781,0.0,0.03,1
19293,2020-02-06,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,14.4,6.8,21.2,934.6,,14.4,1.0,-0.06473450009999379,0.8,0.0,1
19294,2020-02-07,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,20.3,15.8,24.8,938.4,,20.3,1.0,-0.1255273521580536,0.0,0.06,1
19295,2020-02-08,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,25.5,23.0,27.0,932.8,,25.5,1.0,-0.2810858823210441,7.4,0.09,1
19296,2020-02-09,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,13.1,,26.6,946.4,,13.1,1.0,-0.056950107428530836,3.8,0.07,1
19297,2020-02-10,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,3.6,-4.0,15.8,950.1,,3.6,1.0,-0.024757685202874247,6.6,0.0,0
19298,2020-02-11,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-1.1,-14.8,8.6,952.4,,-1.1,1.0,-0.017087819054311545,2.2,0.0,0
19299,2020-02-12,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,9.7,1.4,15.8,932.7,,9.7,1.0,-0.04153202926421668,0.0,0.0,0
19300,2020-02-13,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-0.4,-11.2,6.8,940.5,,-0.4,1.0,-0.018037524847190442,4.5,0.0,0
19301,2020-02-14,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-6.7,-22.0,6.8,934.0,,-6.7,1.0,-0.011206162033718409,1.0,0.0,0
19302,2020-02-15,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,13.7,10.4,16.0,999.9,1004.3,,,,2.3,0.0,0
19303,2020-02-16,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,7.2,-7.6,15.8,942.0,,7.2,1.0,-0.03338862434404331,1.6,0.0,0
19304,2020-02-17,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,12.9,3.2,19.4,940.7,,12.9,1.0,-0.05586134096158407,2.6,0.11,1
19305,2020-02-18,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,23.7,19.0,27.1,932.2,,23.7,1.0,-0.2042183174758717,8.0,0.98,1
19306,2020-02-19,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,23.0,19.4,26.6,925.2,,23.0,1.0,-0.1828902864414575,7.0,0.1,1
19307,2020-02-20,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,25.2,23.0,28.4,915.0,,25.2,1.0,-0.2653575220532369,5.0,0.23,1
19308,2020-02-21,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,22.1,15.8,26.6,915.7,,22.1,1.0,-0.1600886577625246,5.4,0.0,1
19309,2020-02-22,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,10.8,6.8,21.2,937.5,,10.8,1.0,-0.04587523982814475,999.9,0.0,1
19310,2020-02-23,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,16.4,14.2,19.2,999.9,1014.1,,,,4.7,0.0,0
19311,2020-02-24,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,2.7,-13.0,15.8,958.4,,2.7,1.0,-0.023026132959675316,3.5,0.0,0
19312,2020-02-25,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,-1.8,-18.4,12.2,942.0,,-1.8,1.0,-0.016193631385069726,2.6,0.0,0
19313,2020-02-26,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,25.0,22.5,29.7,999.9,999.5,,,,11.9,0.0,0
19314,2020-02-27,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,20.0,5.4,31.1,999.9,1000.7,,,,3.2,0.0,0
19315,2020-02-28,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,5.4,-4.0,10.4,941.4,,5.4,1.0,-0.0286948642837536,7.4,0.0,0
19316,2020-02-29,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,4.1,-2.2,10.4,999.9,,4.1,1.0,-0.025784494426423717,4.3,0.0,0
19317,2020-03-01,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,10.4,-0.4,21.2,919.0,,10.4,1.0,-0.04423378331501827,2.8,0.2,1
19318,2020-03-02,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,13.1,8.6,21.2,925.1,,13.1,1.0,-0.056950107428530836,5.5,0.08,1
19319,2020-03-03,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,0.5,-8.1,7.2,928.8,,0.5,1.0,-0.019346847143354245,6.3,0.0,0
19320,2020-03-04,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,11.8,6.4,16.3,999.9,1002.7,,,,11.8,0.0,0
19321,2020-03-05,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,17.9,14.7,22.1,999.9,1016.9,,,,12.9,0.0,0
19322,2020-03-06,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,6.1,-16.1,30.4,943.7,,6.1,1.0,-0.03042100025792835,4.2,0.0,0
19323,2020-03-07,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,12.2,3.0,16.2,941.8,,12.2,1.0,-0.05225306101831288,5.7,0.0,0
19324,2020-03-08,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,12.2,3.0,20.1,932.4,,12.2,1.0,-0.05225306101831288,0.7,0.0,0
19325,2020-03-09,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,13.1,5.0,21.2,929.4,,13.1,1.0,-0.056950107428530836,6.5,0.0,0
19326,2020-03-10,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,22.6,16.7,27.5,999.9,1001.1,,,,8.6,0.0,0
19327,2020-03-11,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,15.3,-4.7,24.6,999.9,1023.0,,,,7.2,0.0,0
19328,2020-03-12,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,9.5,-0.4,15.8,971.2,,9.5,1.0,-0.04079761683978756,6.5,0.0,0
19329,2020-03-13,US,Alaska,1.0,0.0,61.37069999999995,-152.40440000000004,17.6,-5.8,30.2,975.1,,17.6,1.0,-0.0908775604328872,2.8,0.0,0
19330,2020-03-14,US,Alaska,0.0,0.0,61.37069999999995,-152.40440000000004,14.7,-13.0,28.4,970.8,,14.7,1.0,-0.06672369386551144,2.6,0.0,0
19331,2020-03-15,US,Alaska,1.0,0.0,61.37069999999995,-152.40440000000004,18.0,-2.2,30.2,964.5,,18.0,1.0,-0.0950937836333038,4.0,0.0,0
19332,2020-03-16,US,Alaska,1.0,0.0,61.37069999999995,-152.40440000000004,24.9,16.3,30.7,999.9,1032.5,,,,5.1,0.0,0
19333,2020-03-17,US,Alaska,3.0,0.0,61.37069999999995,-152.40440000000004,26.2,17.6,32.0,953.5,,26.2,1.0,-0.3242835663466517,5.8,99.99,1
19334,2020-03-18,US,Alaska,6.0,0.0,61.37069999999995,-152.40440000000004,30.9,26.1,36.1,953.8,,30.9,1.0,-2.07288160020236,8.4,0.0,0
19335,2020-03-19,US,Alaska,9.0,0.0,61.37069999999995,-152.40440000000004,28.9,21.2,35.6,951.8,,28.9,1.0,-0.6780065850355214,2.2,0.0,1
19336,2020-03-20,US,Alaska,12.0,0.0,61.37069999999995,-152.40440000000004,32.4,29.8,34.2,999.9,1027.6,,,,11.6,0.0,0
19337,2020-03-21,US,Alaska,15.0,0.0,61.37069999999995,-152.40440000000004,37.0,33.8,41.0,952.4,,37.0,1.0,0.5821202167886922,2.2,0.09,1
19338,2020-03-22,US,Alaska,20.0,0.0,61.37069999999995,-152.40440000000004,28.7,18.5,35.2,999.9,1026.0,,,,4.2,0.0,0
19339,2020-03-23,US,Alaska,30.0,0.0,61.37069999999995,-152.40440000000004,35.6,28.4,42.8,963.0,,35.6,1.0,0.7648810891658842,8.9,0.0,0
19340,2020-03-24,US,Alaska,34.0,0.0,61.37069999999995,-152.40440000000004,38.1,33.8,42.8,956.7,,36.7,0.9462954895093074,0.4715238372319743,4.8,0.0,0
19341,2020-03-25,US,Alaska,41.0,1.0,61.37069999999995,-152.40440000000004,36.7,28.4,42.8,941.6,,32.0,0.8288153066294672,0.5072165233627622,5.2,99.99,1
19342,2020-03-26,US,Alaska,56.0,1.0,61.37069999999995,-152.40440000000004,32.7,26.6,41.0,941.6,,30.9,0.9298792282187094,3.257385371746557,7.4,0.0,0
19343,2020-03-27,US,Alaska,58.0,1.0,61.37069999999995,-152.40440000000004,23.0,15.8,30.2,938.4,,23.0,1.0,-0.1828902864414575,3.3,0.0,0
19344,2020-03-28,US,Alaska,85.0,2.0,61.37069999999995,-152.40440000000004,25.8,21.7,31.1,999.9,1004.4,,,,8.7,0.0,0
19345,2020-03-29,US,Alaska,102.0,2.0,61.37069999999995,-152.40440000000004,10.4,-5.8,21.2,942.0,,10.4,1.0,-0.04423378331501827,6.6,0.0,0
19346,2020-03-30,US,Alaska,114.0,3.0,61.37069999999995,-152.40440000000004,28.6,25.2,32.9,999.9,1013.0,,,,12.1,0.0,0
19347,2020-03-31,US,Alaska,119.0,3.0,61.37069999999995,-152.40440000000004,16.2,-9.4,30.2,999.9,,16.2,1.0,-0.07797284547268815,2.5,0.0,0
19348,2020-04-01,US,Alaska,132.0,3.0,61.37069999999995,-152.40440000000004,16.4,1.4,28.4,958.4,,16.4,1.0,-0.07965837583983235,3.7,0.0,1
19349,2020-04-02,US,Alaska,143.0,3.0,61.37069999999995,-152.40440000000004,25.6,17.1,34.2,956.1,,25.3,0.9876209582061956,-0.2831164848672734,4.3,0.03,1
19350,2020-04-03,US,Alaska,157.0,3.0,61.37069999999995,-152.40440000000004,30.2,17.6,39.2,952.2,,27.1,0.8807953108749086,-1.0844874390163377,3.9,0.05,1
19351,2020-04-04,US,Alaska,171.0,5.0,61.37069999999995,-152.40440000000004,31.2,26.6,33.8,949.0,,29.2,0.9218801011891188,-2.6596896366670553,3.6,0.31,1
19352,2020-04-05,US,Alaska,185.0,6.0,61.37069999999995,-152.40440000000004,32.0,26.1,38.1,939.4,,29.9,0.9183929209656584,inf,4.6,0.0,1
19353,2020-04-06,US,Alaska,190.0,6.0,61.37069999999995,-152.40440000000004,23.0,14.0,33.8,939.5,,22.5,0.9792107508795748,-0.1790881347149201,6.6,0.0,0
19354,2020-04-07,US,Alaska,213.0,6.0,61.37069999999995,-152.40440000000004,13.2,-7.6,26.6,948.1,,13.2,1.0,-0.057504658528564824,5.2,0.0,0
19355,2020-04-08,US,Alaska,226.0,7.0,61.37069999999995,-152.40440000000004,18.4,-2.2,30.2,942.5,,18.4,1.0,-0.0995838654806934,7.1,0.0,0
19356,2020-04-09,US,Alaska,235.0,7.0,61.37069999999995,-152.40440000000004,17.6,3.2,28.4,953.9,,17.6,1.0,-0.0908775604328872,6.1,0.0,0
19357,2020-04-10,US,Alaska,246.0,7.0,61.37069999999995,-152.40440000000004,17.6,3.2,28.4,953.9,,17.6,1.0,-0.0908775604328872,6.1,0.0,0
19358,2020-04-11,US,Alaska,257.0,8.0,61.37069999999995,-152.40440000000004,30.8,27.0,34.0,27.6,1031.3,12.0,0.4515895802138277,-0.8546111375679935,7.1,0.0,0
19359,2020-01-22,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,54.6,51.8,63.0,969.4,1018.6,50.5,0.8592575057674453,0.2162445325169269,1.7,0.06,1
19360,2020-01-23,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,55.8,46.9,71.1,969.2,1018.3,44.8,0.6631026525600505,0.16557891776344488,3.3,0.0,0
19361,2020-01-24,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,59.9,46.9,73.0,965.7,1014.5,39.5,0.4657796254053675,0.11508879211800307,4.1,0.0,0
19362,2020-01-25,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,58.1,48.9,73.0,966.4,1015.2,40.5,0.5167494808567159,0.1279180574932797,3.3,0.0,0
19363,2020-01-26,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,58.3,48.0,72.0,968.7,1017.8,41.6,0.5354097425398544,0.13248370129631082,2.7,0.0,0
19364,2020-01-27,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,60.0,48.0,71.1,967.6,1016.4,41.9,0.5095018865503372,0.12589345351359654,3.2,0.0,0
19365,2020-01-28,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,59.2,50.0,71.1,969.5,1018.5,28.6,0.30884090114402457,0.07632984930722653,4.8,0.0,0
19366,2020-01-29,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,54.5,43.0,68.0,964.2,1013.1,31.2,0.4072956511081065,0.10258030574157176,3.2,0.0,0
19367,2020-01-30,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,56.8,43.0,66.9,964.9,1013.8,29.8,0.35377635036645044,0.08792232078213431,5.3,0.0,0
19368,2020-01-31,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,57.6,45.0,71.1,971.3,1020.5,27.7,0.3153497815731889,0.07816000720533148,5.0,0.0,0
19369,2020-02-01,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,59.7,44.1,78.1,973.8,1023.0,28.3,0.2996308117564589,0.07403622646941367,5.1,0.0,0
19370,2020-02-02,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,62.8,44.1,78.1,966.9,1015.6,32.1,0.3130708770806048,0.07771282817120571,4.4,0.0,0
19371,2020-02-03,US,Arizona,0.0,0.0,33.729800000000026,-111.4312,59.9,50.0,77.0,957.2,1005.4,30.7,0.3280855254961236,0.0810661625825466,8.2,0.0,0
